,circuit,conn_id,post_tnid,theta,phi,angle_from_xy,rotation_on_xy
211,ORN-PN,5261738,5261765,1.8411232956711618,-2.559986327341286,0.2703269688762653,0.5816063262485072
212,ORN-PN,5287601,5356537,1.5221415532592415,-1.3839103596073292,0.04865477353565506,1.757682293982464
213,ORN-PN,5287892,5287913,2.616420122375686,-2.0546249911254235,1.0456237955807897,1.0869676624643696
214,ORN-PN,5287892,5361232,2.2120984360344482,-1.499850989587333,0.6413021092395517,1.64174166400246
215,ORN-PN,5287892,5361580,0.27627113529269715,-1.8167511304016961,1.2945251915021994,1.324841523188097
216,ORN-PN,5290139,10643403,0.8793758255566696,0.6529572081729548,0.691420501238227,0.6529572081729548
217,ORN-PN,5290139,5324134,0.9791396088157668,1.3139410253601438,0.5916567179791298,1.3139410253601438
218,ORN-PN,5290139,5324152,2.022934296199565,1.759957683798377,0.45213796940466855,1.759957683798377
219,ORN-PN,5290139,5991485,2.0848545944968784,0.5666347382475423,0.5140582677019818,0.5666347382475423
220,ORN-PN,5310314,5310343,0.5269263917687231,-0.6657338330626399,1.0438699350261733,2.4758588205271534
221,ORN-PN,5310500,5310540,,,,
222,ORN-PN,5310759,5310781,2.306235030010524,2.4884946246476183,0.7354387032156273,2.4884946246476183
223,ORN-PN,6094195,5005536,2.425205758622528,-3.0455976950184076,0.8544094318276314,0.09599495857138551
224,ORN-PN,6112906,6112976,0.40316184170593894,2.1776697013174955,1.1676344850889575,2.1776697013174955
225,ORN-PN,6489128,6489144,1.7736270971228023,1.4084280552154298,0.20283077032790575,1.4084280552154298
226,ORN-PN,6489394,5361219,2.0510347946543455,0.4456032952444038,0.4802384678594489,0.4456032952444038
227,ORN-PN,6490047,5324648,1.2364039830927065,-2.644771201176289,0.33439234370219006,0.49682145241350417
228,ORN-PN,6490191,5324143,0.5792696763435429,1.2403350835386724,0.9915266504513537,1.2403350835386724
229,ORN-PN,6490580,5324441,2.4035301874800323,0.8937062253285281,0.8327338606851358,0.8937062253285281
230,ORN-PN,6490580,6490638,2.6727906668136914,1.6710227739014225,1.1019943400187948,1.6710227739014225
231,ORN-PN,6490580,7709619,1.8268190329019605,-0.08706882689078303,0.2560227061070639,3.0545238266990102
232,ORN-PN,6491985,5356573,1.9714016878128953,-2.0404310205027527,0.4006053610179987,1.1011616330870404
233,ORN-PN,6501822,6501555,,,,
234,ORN-PN,6501822,6501844,1.1769194588443874,-0.9523882692851452,0.39387686795050914,2.189204384304648
235,ORN-PN,6582079,6502906,0.3406398075621904,1.5971322992076165,1.2301565192327062,1.5971322992076165
236,ORN-PN,6582079,6582007,,,,
237,ORN-PN,6582079,6582060,0.5734224951899322,2.521390302078256,0.9973738316049644,2.521390302078256
238,ORN-PN,6603100,6603108,2.1071091162315203,-0.6470823201856011,0.5363127894366237,2.4945103334041923
239,ORN-PN,7104716,6497470,1.7951976454254448,-0.6267876493441329,0.22440131863054824,2.5148050042456602
240,ORN-PN,7459963,6501596,0.3766735159946839,-3.101366163891775,1.1941228108002127,0.04022648969801823
241,ORN-PN,7460533,3764582,1.8310614776253817,1.229831457653484,0.2602651508304852,1.229831457653484
242,ORN-PN,7460533,6497720,2.3804592844024066,1.454980095292293,0.8096629576075101,1.454980095292293
243,ORN-PN,7460604,7460612,1.3305019415769488,-0.7556232955080424,0.24029438521794777,2.3859693580817507
244,ORN-PN,7464326,6495960,0.6254556457530371,-0.9652844886815914,0.9453406810418594,2.1763081649082014
245,ORN-PN,7468120,6125554,1.1697076515657456,-0.7122865228068459,0.4010886752291509,2.429306130782947
246,ORN-PN,7468120,7468136,1.6836536286993313,0.29706430501248265,0.11285730190443477,0.29706430501248265
247,ORN-PN,7468149,6502240,2.0428129855924664,0.25811126981143556,0.4720166587975698,0.25811126981143556
248,ORN-PN,7468161,3736497,1.6518162358584665,2.9798515892418274,0.08101990906356993,2.9798515892418274
249,ORN-PN,7468258,6502812,2.172052573028634,-0.8308235526890317,0.6012562462337376,2.310769100900761
250,ORN-PN,7468434,7468429,1.7759762185034487,2.484177428510125,0.2051798917085521,2.484177428510125
251,ORN-PN,7468434,7856918,,,,
252,ORN-PN,7468463,3764700,2.1592722607825023,1.763686388831447,0.5884759339876058,1.763686388831447
253,ORN-PN,7468463,6497694,,,,
254,ORN-PN,7468463,6497925,1.048045780167455,-0.4175590878140167,0.5227505466274416,2.7240335657757764
255,ORN-PN,7468463,6502122,1.536570979400189,-0.09986486329614207,0.03422534739470762,3.0417277902936513
256,ORN-PN,7527875,5225437,0.9198855172854637,2.7979363518312117,0.6509108095094328,2.7979363518312117
257,ORN-PN,7528692,7528707,1.5669623011180975,-1.6391412935928338,0.0038340256767990244,1.5024513599969593
