skeleton_id,node_id,connector_id,distance_to_dendritic_root
3040481,6223651,6223653,17901.100331628106
3040481,6223730,9782057,19191.237640399042
3040481,6223737,6223744,19541.633228085608
3040481,6223798,6223812,19507.076262685652
3040481,6223842,8670349,19652.94481360636
3040481,6223848,3616654,19505.273561115675
3040481,6223878,6223879,20624.985315367223
3040481,6223995,9782146,18863.1558850058
3040481,6224002,3549651,19643.56236975138
3040481,6224037,6224042,20129.989612680423
3040481,6224105,19650235,19307.58845542487
3040481,6224149,2917365,19984.062237422513
3040481,6224250,6224255,20640.22575332084
3040481,6224293,6224295,20922.72576905301
3040481,6225226,14795016,19565.86088674439
3040481,6225230,6225239,19676.541678690046
3040481,6225230,6225242,19676.541678690046
3040481,6225233,6225245,19741.926978026633
3040481,6225274,6225290,19691.503931377265
3040481,6225396,25179106,18963.152401127503
3040481,6225434,4533476,18573.421757899305
3040481,6225487,3476671,19667.76723553412
3040481,6225536,6225557,19740.78487921717
3040481,6225549,8670283,20429.390982355973
3040481,6225659,6225662,19656.652381236294
3040481,6225707,6225718,22600.601760916783
3040481,6225761,3640069,27304.852286940055
3040481,6225824,6225930,27921.817483009007
3040481,6225892,6225904,28492.06899876202
3040481,6225925,9782242,27995.778501384688
3040481,6260959,6260942,5789.176578936589
3040481,7808571,7808565,5079.692987820119
3040481,8670277,750778,11071.402445716361
3040481,9781791,9781794,5026.172933516762
3040481,9781877,9781881,6454.319369979421
3040481,9781953,9781956,8168.831676204893
3040481,9782600,3603836,18890.97548903853
3040481,9792838,9792833,20034.81904888199
3040481,10109336,10109319,16775.290649083006
3040481,10213036,10213030,16596.658853038476
3040481,10267326,10267314,13474.58562536561
3040481,13697637,13697639,12509.329432880724
3040481,13697666,13697760,12720.184010866615
3040481,13697671,13697673,13246.895409930003
3040481,13920825,25434607,28889.01895663915
3040481,13920825,13920807,28889.01895663915
3040481,13920978,13920972,16077.43052127726
3040481,14747931,14747933,17325.8742975875
3040481,14747959,14747969,15807.675396962084
3040481,14880163,15016120,28942.343350993928
3040481,14880223,14880230,30989.277903129965
3040481,14892227,19639488,20732.32750916721
3040481,14910289,21627737,19265.974918840962
3040481,19621244,4141581,15127.79839277095
3041612,401198,401184,30396.05120574785
3041612,484462,484456,16536.666374499913
3041612,1518252,1518238,22677.47491404085
3041612,1518425,1518402,20318.451044811165
3041612,1518630,1518600,19321.617150122325
3041612,1518918,1518882,17638.231792458082
3041612,1766583,1766577,34500.48436701535
3041612,1862275,1862269,19538.737569130386
3041612,2793967,2793947,30252.455899410317
3041612,2900594,2900580,22870.146017244402
3041612,3041665,18298537,0
3041612,3041866,3961849,18702.434823873173
3041612,3041884,9778089,12829.602544716061
3041612,3041932,3041933,7286.58973603055
3041612,3042374,2041255,26868.419682036158
3041612,3042534,3042535,28324.11809864397
3041612,3042684,401266,30012.632651608004
3041612,3042806,4768855,31804.974447500925
3041612,3042815,3042817,32222.372081828373
3041612,3042887,2121853,25100.417393398722
3041612,3042899,13679431,25650.554143092693
3041612,3042920,4463701,33448.167660193154
3041612,3043030,400383,34204.290983619096
3041612,3043113,6239100,35120.52534350559
3041612,3043129,6597128,36159.986772610966
3041612,3043387,399144,44496.07047884984
3041612,3043391,4787743,44636.291251199844
3041612,3043527,3184824,23551.445599168062
3041612,3050493,3050459,31101.329390955
3041612,3053040,3046201,24703.909435286278
3041612,3053553,3056590,27468.335902315423
3041612,3053904,3053915,34117.3839855118
3041612,3053906,4553698,34193.339903372515
3041612,3055529,4771048,52603.35788622887
3041612,3055901,3055907,14806.795613356135
3041612,3504783,3749099,17043.08807183529
3041612,3504791,1518730,17635.65293811673
3041612,3504832,3604040,17919.521105275973
3041612,3504834,4079491,18297.148978359157
3041612,3504837,3657781,18763.6018185283
3041612,3507287,4203777,15730.647557789624
3041612,3507302,6213248,16209.482048762216
3041612,3507315,6213320,16323.654763620969
3041612,3507425,6213275,16401.967232495535
3041612,3507755,7826812,18095.890699415915
3041612,3507791,4317659,18657.19943068446
3041612,3507835,6244462,54292.075082899726
3041612,3507981,3507982,55246.998413492445
3041612,3508256,9778053,15654.333132317191
3041612,3508310,3508317,16261.09075887904
3041612,3508576,6241698,17560.545818275412
3041612,3508617,6241652,17720.213094930954
3041612,3508624,4781946,18094.097895314637
3041612,3508950,4513946,47480.20925383747
3041612,3509008,401796,25206.65835880576
3041612,3509045,6241119,18146.904591417235
3041612,3509098,6295542,18780.62151875139
3041612,3509109,6910245,18690.092663468484
3041612,3509360,6242578,19300.811558963822
3041612,3509364,6242547,19346.02426889011
3041612,3509390,9778949,19866.800914029915
3041612,3509597,10294560,9938.03298690129
3041612,3509893,4199466,20524.450040927102
3041612,3509893,4305432,20524.450040927102
3041612,3510105,6240393,12454.823029680705
3041612,3510111,4893125,12772.134984339235
3041612,3510296,6240159,16841.603326583154
3041612,3510565,9778880,23346.833778290642
3041612,3510644,6239728,29163.822559511642
3041612,3510645,9778210,29227.29280948976
3041612,3510649,9780156,29530.82837218235
3041612,3510796,1518532,19368.668233287117
3041612,3510826,3745849,20051.632366577036
3041612,3511038,4185103,23528.944921222264
3041612,3511102,12752773,25352.66561144844
3041612,3512460,6244702,14298.335797077427
3041612,3512466,3512467,16081.260558643608
3041612,3512479,3512480,16371.86399596756
3041612,3512557,4272952,16629.612565896346
3041612,3512577,4756085,29612.65443631841
3041612,3512645,3512647,20598.41158199566
3041612,3512666,6119772,20781.342881414177
3041612,3512672,6241538,21080.051121979002
3041612,3513002,6240969,25431.955332241563
3041612,3513558,6240920,26398.771524737178
3041612,3526915,3526918,29007.96341447793
3041612,3526973,3640069,28809.28131243638
3041612,3537180,3537160,17067.255158455282
3041612,3604004,3603998,17520.06511478742
3041612,3640480,18157023,32072.19992160534
3041612,3640482,6250683,32212.499381148944
3041612,3697354,3697348,19041.360404588148
3041612,3697412,3697405,20676.95263376118
3041612,3697412,18159379,20676.95263376118
3041612,3697444,3697431,19039.143318344748
3041612,3697453,19651508,19011.498319797665
3041612,3697476,3697470,20874.760563297965
3041612,3733759,3733739,32297.914424270657
3041612,3780919,3780906,20858.275494129328
3041612,3784266,3784258,20560.9108428093
3041612,3785705,3785699,19077.419132226965
3041612,3787495,3787482,19335.211306338966
3041612,3868979,10213090,19923.46613440406
3041612,3964875,3964855,24059.81867975609
3041612,3966660,3966640,22560.051894612956
3041612,4141588,4141581,17334.386551222164
3041612,4165007,4164968,26710.92245321337
3041612,4181373,4033325,26925.8677068821
3041612,4181620,21133419,28717.238687265566
3041612,4181644,4181600,28247.83839657885
3041612,4200850,4200816,21461.029437374713
3041612,4202431,4202410,9332.814964943962
3041612,4202498,4202485,7672.1109143312715
3041612,4203501,4203487,10180.238476380768
3041612,4203800,4203777,19077.689816253293
3041612,4229925,13678735,17534.921166357253
3041612,4305087,4305066,20287.427472214487
3041612,4305415,4305388,20309.75743498826
3041612,4305460,4305432,20298.146189713665
